0,0
0.001,1.18653e-10
0.002,1.03766e-08
0.003,1.72819e-06
0.004,-0.000384483
0.005,-0.00072811
0.006,24.1052
0.007,-2016.67
0.008,-1.2891e+06
0.009,2.51774e+07
0.01,-1.45288e+10
0.011,1.25785e+13
0.012,6.83173e+14
0.013,-2.37945e+17
0.014,-2.77528e+19
0.015,-1.8907e+20
0.016,2.32647e+24
0.017,1.36933e+25
0.018,-2.05415e+28
0.019,1.0446e+31
0.02,-6.13659e+33
0.021,9.49845e+35
0.022,2.92785e+38
0.023,1.35814e+40
0.024,-3.00213e+42
0.025,1.353e+45
0.026,-1.99312e+46
0.027,-3.62924e+49
0.028,5.54004e+51
0.029,-1.24051e+53
0.03,-4.43301e+56
0.031,-2.23538e+59
0.032,-4.63691e+60
0.033,-1.29771e+63
0.034,-1.52146e+66
0.035,7.36944e+66
0.036,4.32545e+70
0.037,4.16379e+72
0.038,-6.34344e+74
0.039,4.90805e+76
0.04,-9.64061e+79
0.041,5.46266e+81
0.042,2.47276e+84
0.043,5.64132e+86
0.044,3.28527e+88
0.045,1.12894e+90
0.046,-3.04475e+93
0.047,6.17292e+95
0.048,9.19616e+96
0.049,1.15682e+100
0.05,-1.11946e+102
0.051,-1.44451e+105
0.052,-3.51073e+107
0.053,-1.35414e+109
0.054,1.67817e+112
0.055,-1.5602e+114
0.056,1.7484e+116
0.057,5.89508e+118
0.058,1.6234e+121
0.059,-2.81517e+123
0.06,-2.55109e+125
0.061,-1.15144e+128
0.062,2.64374e+130
0.063,-3.08448e+132
0.064,-5.57751e+134
0.065,5.12395e+136
0.066,3.58884e+138
0.067,-5.25829e+141
0.068,-3.47144e+144
0.069,-2.65853e+146
0.07,-3.94404e+148
0.071,2.30796e+151
0.072,1.99532e+153
0.073,1.2841e+155
0.074,-1.61314e+158
0.075,-1.2522e+160
0.076,-6.07445e+160
0.077,7.28836e+164
0.078,1.99655e+167
0.079,-2.31818e+169
0.08,7.41748e+171
0.081,2.91899e+174
0.082,3.9475e+176
0.083,-7.57303e+178
0.084,-9.02548e+180
0.085,-1.57775e+183
0.086,-3.03155e+185
0.087,2.8462e+188
0.088,-8.24478e+189
0.089,3.2501e+192
0.09,-1.18242e+194
0.091,1.43837e+197
0.092,3.844e+199
0.093,-7.86276e+201
0.094,-2.79841e+203
0.095,-3.1632e+206
0.096,-1.89389e+208
0.097,2.2259e+211
0.098,-1.9026e+213
0.099,-5.06809e+214
0.1,-3.04788e+217
0.101,1.40685e+220
0.102,4.0385e+222
0.103,1.35852e+224
0.104,-1.37837e+227
0.105,-2.21715e+229
0.106,-6.07903e+231
0.107,-8.42016e+233
0.108,-3.45709e+236
0.109,5.35189e+238
0.11,7.01279e+240
0.111,9.32705e+242
0.112,6.60028e+244
0.113,1.47269e+248
0.114,-1.91362e+250
0.115,-3.20235e+251
0.116,-5.56375e+253
0.117,-1.6879e+256
0.118,1.8581e+259
0.119,1.01233e+261
0.12,3.46827e+263
0.121,-3.91384e+265
0.122,-1.99106e+268
0.123,9.59903e+270
0.124,-1.91305e+273
0.125,-1.249e+275
0.126,7.0358e+277
0.127,-2.00622e+280
0.128,-4.08438e+282
0.129,6.08595e+284
0.13,2.49346e+285
0.131,1.51999e+289
0.132,-3.35573e+291
0.133,-6.11454e+293
0.134,-1.34544e+296
0.135,inf
0.136,nan
0.137,nan
0.138,nan
0.139,nan
0.14,nan
0.141,nan
0.142,nan
0.143,nan
0.144,nan
0.145,nan
0.146,nan
0.147,nan
0.148,nan
0.149,nan
0.15,nan
0.151,nan
0.152,nan
0.153,nan
0.154,nan
0.155,nan
0.156,nan
0.157,nan
0.158,nan
0.159,nan
0.16,nan
0.161,nan
0.162,nan
0.163,nan
0.164,nan
0.165,nan
0.166,nan
0.167,nan
0.168,nan
0.169,nan
0.17,nan
0.171,nan
0.172,nan
0.173,nan
0.174,nan
0.175,nan
0.176,nan
0.177,nan
0.178,nan
0.179,nan
0.18,nan
0.181,nan
0.182,nan
0.183,nan
0.184,nan
0.185,nan
0.186,nan
0.187,nan
0.188,nan
0.189,nan
0.19,nan
0.191,nan
0.192,nan
0.193,nan
0.194,nan
0.195,nan
0.196,nan
0.197,nan
0.198,nan
0.199,nan
0.2,nan
0.201,nan
0.202,nan
0.203,nan
0.204,nan
0.205,nan
0.206,nan
0.207,nan
0.208,nan
0.209,nan
0.21,nan
0.211,nan
0.212,nan
0.213,nan
0.214,nan
0.215,nan
0.216,nan
0.217,nan
0.218,nan
0.219,nan
0.22,nan
0.221,nan
0.222,nan
0.223,nan
0.224,nan
0.225,nan
0.226,nan
0.227,nan
0.228,nan
0.229,nan
0.23,nan
0.231,nan
0.232,nan
0.233,nan
0.234,nan
0.235,nan
0.236,nan
0.237,nan
0.238,nan
0.239,nan
0.24,nan
0.241,nan
0.242,nan
0.243,nan
0.244,nan
0.245,nan
0.246,nan
0.247,nan
0.248,nan
0.249,nan
0.25,nan
0.251,nan
0.252,nan
0.253,nan
0.254,nan
0.255,nan
0.256,nan
0.257,nan
0.258,nan
0.259,nan
0.26,nan
0.261,nan
0.262,nan
0.263,nan
0.264,nan
0.265,nan
0.266,nan
0.267,nan
0.268,nan
0.269,nan
0.27,nan
0.271,nan
0.272,nan
0.273,nan
0.274,nan
0.275,nan
0.276,nan
0.277,nan
0.278,nan
0.279,nan
0.28,nan
0.281,nan
0.282,nan
0.283,nan
0.284,nan
0.285,nan
0.286,nan
0.287,nan
0.288,nan
0.289,nan
0.29,nan
0.291,nan
0.292,nan
0.293,nan
0.294,nan
0.295,nan
